Sloupec1;ZZ_ID;ZZ_kod;PCZ;PCDP;ZZ_nazev;ZZ_druh_kod;ZZ_druh_nazev;ZZ_druh_nazev_sekundarni;ZZ_misto_poskytovani_ID;ZZ_kraj_kod;ZZ_kraj_nazev;ZZ_okres_kod;ZZ_okres_nazev;ZZ_ORP_kod;ZZ_ORP_nazev;ZZ_obec;ZZ_spravni_obvod;ZZ_PSC;ZZ_ulice;ZZ_cislo_domovni_orientacni;ZZ_RUIAN_kod;ZZ_GPS;ZZ_datum_zahajeni_cinnosti;ZZ_obor_pece;ZZ_forma_pece;ZZ_druh_pece;ZZ_rozsah_pece;poskytovatel_druh;poskytovatel_nazev;poskytovatel_osoba_typ;poskytovatel_pravni_forma_kod;poskytovatel_pravni_forma_nazev;poskytovatel_sidlo_kraj_kod;poskytovatel_sidlo_kraj_nazev;poskytovatel_sidlo_okres_kod;poskytovatel_sidlo_okres_nazev;poskytovatel_sidlo_obec;poskytovatel_sidlo_PSC;poskytovatel_sidlo_ulice;poskytovatel_sidlo_cislo_domovni_orientacni;poskytovatel_sidlo_RUIAN_kod;poskytovatel_telefon;poskytovatel_fax;poskytovatel_email;poskytovatel_web;poskytovatel_datova_schranka;poskytovatel_odborny_zastupce;zrizovatel_typ;ZZ_obor_pece_strucne;latitude;longitude;ico_str;ulice_str;match_key;Pondělí;Úterý;Středa;Čtvrtek;Pátek;Sobota;Neděle
27918335;136593;2,79183E+13;824;0;Mediclinic a.s.;321;Sam.ord.prakt.lékaře pro děti a dorost;;224289;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62800;Horníkova;2485/34;25264800.0;POINT(49.213087495254 16.682045444987);01.07.2019;praktické lékařství pro děti a dorost;primární ambulantní péče;;;Sdružení ambulantních zařízení;Mediclinic a.s.;právnická osoba;121.0;Akciová společnost;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61600;Minská;84/97 ;25264800.0;;;;http://www.mediclinic.cz;6nze5qy;Arnošt Mazal , Blanka Vítová, Hana Petrovová, Helena Truksová, Innesa Veselá, Jan Mayer, Kateřina Veselá, Michaela Václavíčková, Miram Tremlová, Miriama Kovalíková, MUDr. Heczková Petra, MUDr. Marcela Barnášová, Nikola Sportelli, Pavla Malá, Vladislava Hrdličková, Zuzana Janoštíková, Zuzana Štefánková;Jiná právnická osoba;Praktik;49.213087495254;16.682045444987;27918335;horníkova;27918335_horníkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5327296;136566;5,3273E+12;0;0;Chronicare Mund s.r.o.;105;Nemocnice následné péče;;223935;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62100;Terezy Novákové;2260/62b;73571512.0;POINT(49.249986536125 16.576179881824);05.04.2019;anesteziologie a intenzivní medicína;dlouhodobá intenzivní ošetřovatelská péče (DIOP), následná lůžková intenzivní péče;;;Nemocnice následné péče;Chronicare Mund s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 5;15500;Prusíkova;2577/16 ;73571512.0;;;sekretariat@chronicaregroup.cz;;iwrz4yk;Petr Jelínek;Jiná právnická osoba;Anesteziologie;49.249986536125;16.576179881824;05327296;terezy novákové;05327296_terezy novákové;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
76022722;136546;7,60227E+13;0;0;Mgr. Helena Dokoupilová;340;Samostatné zařízení psychologa;;224205;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Kalvodova;111/11;19141602.0;POINT(49.19824654698 16.569608723688);13.05.2019;Klinický psycholog;specializovaná ambulantní péče;;;Samostatné zařízení psychologa;Mgr. Helena Dokoupilová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Kalvodova;111/11 ;19141602.0;;;;http://psycho-poradna.cz;i2eczmu;;Fyzická osoba;Psychologie;49.19824654698;16.569608723688;76022722;kalvodova;76022722_kalvodova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
25333976;136545;2,5334E+13;0;0;LOGO plus s.r.o.;341;Samostatné zařízení logopeda;;224206;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63900;Vsetínská;527/20;19127537.0;POINT(49.177470051823 16.59826521362);14.05.2019;Klinický logoped, Klinický psycholog;specializovaná ambulantní péče;;;Samostatné zařízení logopeda;LOGO plus s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63900;Vsetínská;527/20 ;19127537.0;;;;;3ffsprn;Ilona Kejklíčková;Jiná právnická osoba;Psychologie;49.177470051823;16.59826521362;25333976;vsetínská;25333976_vsetínská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8158886;136544;8,15889E+12;0;0;KATEŘINA NEČASOVÁ;359;Samostatné zařízení nelékaře - jiné;;242268;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;6221;Židlochovice;Měnín;;66457;;258;13203746.0;POINT(49.085628246061 16.698274644865);14.05.2019;Porodní asistentka;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská;;;Samostatné zařízení nelékaře - jiné;Kateřina Nečasová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Měnín;66457;;258;13203746.0;4,20603E+11;;katkanecas@seznam.cz;;amze4hd;;Fyzická osoba;Porodní;49.085628246061;16.698274644865;08158886;nan;08158886_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7931361;136543;7,93136E+12;0;0;Bc. Johana Scholzová;359;Samostatné zařízení nelékaře - jiné;;248606;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62100;Žlutá;2159/3;26275694.0;POINT(49.247998281948 16.570904266264);01.03.2025;Porodní asistentka;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská;;;Samostatné zařízení nelékaře - jiné;Bc. Johana Scholzová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62100;Žlutá;2159/3 ;26275694.0;;;;;nvgeegr;;Fyzická osoba;Porodní;49.247998281948;16.570904266264;07931361;žlutá;07931361_žlutá;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8121061;136532;8,12106E+12;0;0;CM oční ordinace, s.r.o.;324;Samostatná ordinace lékaře specialisty;;224223;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;náměstí Svobody;87/18;19094264.0;POINT(49.19453514096 16.608230845534);01.07.2019;oftalmologie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;CM oční ordinace, s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;náměstí Svobody;87/18 ;19094264.0;;;;https://www.optickalaborator.cz;jk74bm4;Michala Karkanová;Jiná právnická osoba;Oční;49.19453514096;16.608230845534;08121061;náměstí svobody;08121061_náměstí svobody;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
1187538;136530;1,18754E+12;0;0;Mgr. Veronika Dostálová;341;Samostatné zařízení logopeda;;224204;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63400;Kamínky;551/3b;75649136.0;POINT(49.177079454328 16.559444500564);20.05.2019;Klinický logoped;specializovaná ambulantní péče;;;Samostatné zařízení logopeda;Mgr. Veronika Dostálová;fyzická osoba;;;CZ071;Olomoucký kraj;CZ0713;Prostějov;Protivanov;79848;U Školky;332;75649136.0;;;;;c4786em;;Fyzická osoba;Logopedie;49.177079454328;16.559444500564;01187538;kamínky;01187538_kamínky;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
26919168;136526;2,69192E+13;1;0;CM OPTIK, s.r.o.;523;Oční optika;;224221;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Solniční;239/11;19095953.0;POINT(49.196627804441 16.605402176233);01.07.2019;Optometrista;specializovaná ambulantní péče;;;Oční optika;CM OPTIK, s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Česká;239/23 ;19095953.0;;;;http://cmoptik.cz;u8dv5fc;Jan Čížek;Jiná právnická osoba;Optometrista;49.196627804441;16.605402176233;26919168;solniční;26919168_solniční;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
24774880;136503;2,47749E+13;4;0;Advantis Medical s.r.o.;350;Domácí zdravotní péče;;224155;CZ064;Jihomoravský kraj;CZ0647;Znojmo;6220;Znojmo;Znojmo;;66902;MUDr. Jana Janského;2675/11;11006820.0;POINT(48.869441017213 16.050805258412);09.05.2019;Všeobecná sestra;zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - dialýza, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - domácí péče - ošetřovatelská, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - návštěvní služba, zdrav. péče poskytovaná ve vlastním soc. prostředí pacienta - umělá plicní ventilace;léčebně rehabilitační péče, ošetřovatelská péče;;Domácí zdravotní péče;Advantis Medical s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ010;Hlavní město Praha;CZ0100;Hlavní město Praha;Praha 6;19000;Českomoravská;2532/19b;11006820.0;4,20773E+11;;ivana.mareckova@euc.cz;http://www.advantismedical.cz;pcmwmj8;REGINA GABRIELOVÁ;Jiná právnická osoba;Všeobecná;48.869441017213;16.050805258412;24774880;mudr. jana janského;24774880_mudr. jana janského;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
4280512;136465;4,28051E+12;0;0;Bc. Kamila Bedáňová;351;Samostatné zařízení fyzioterapeuta;;224132;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60300;Křížkovského;587/21;19108923.0;POINT(49.187506468438 16.587816373073);06.05.2019;Fyzioterapeut;specializovaná ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Bc. Kamila Bedáňová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60300;Křížkovského;587/21 ;19108923.0;;;;;ggwqhtw;;Fyzická osoba;Fyzioterapie;49.187506468438;16.587816373073;04280512;křížkovského;04280512_křížkovského;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7676069;136463;7,67607E+12;0;0;OPTIME, pedopsychiatrie a psychiatrie s.r.o.;324;Samostatná ordinace lékaře specialisty;;224135;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Zahradníkova;494/2;19170891.0;POINT(49.206075836218 16.594005066972);01.06.2019;dětská a dorostová psychiatrie, psychiatrie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;OPTIME, pedopsychiatrie a psychiatrie s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Doubravník;59261;;215;19170891.0;;;;;ax9p95g;Kamil Janhuba;Jiná právnická osoba;Psychologie;49.206075836218;16.594005066972;07676069;zahradníkova;07676069_zahradníkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7815859;136446;7,81586E+12;0;0;MUDr. Michal Znojemský, s.r.o.;324;Samostatná ordinace lékaře specialisty;;223947;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63700;Stromovka;340/8;19363664.0;POINT(49.209033224918 16.551362094945);27.03.2019;oftalmologie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;MUDr. Michal Znojemský, s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63700;Stromovka;340/8 ;19363664.0;;;lucie.mala@kancelarlekare.cz;;q6ttgb7;Michal Znojemský, Tomáš Znojemský;Jiná právnická osoba;Oční;49.209033224918;16.551362094945;07815859;stromovka;07815859_stromovka;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8096503;136445;8,0965E+12;0;0;Machač dentist s.r.o.;322;Samostatná ordinace PL - stomatologa;;224081;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60300;Křídlovická;351/47a;19106076.0;POINT(49.186128504543 16.603193058101);17.04.2019;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;Machač dentist s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60300;Křídlovická;351/47a;19106076.0;;;;;9ph3uq9;Tomáš Machač;Jiná právnická osoba;Zubař;49.186128504543;16.603193058101;08096503;křídlovická;08096503_křídlovická;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
29298881;136442;2,92989E+13;0;0;GH Services s.r.o.;323;Samostatná ordinace PL - gynekologa;;223709;CZ064;Jihomoravský kraj;CZ0645;Hodonín;6206;Hodonín;Hodonín;;69501;Havlíčkova;2836/15;23203528.0;POINT(48.853874108788 17.12873825936);01.03.2019;gynekologie a porodnictví;primární ambulantní péče;;;Samostatná ordinace PL - gynekologa;GH Services s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0645;Hodonín;Hodonín;69501;Havlíčkova;2836/15 ;23203528.0;4,20518E+11;;kadlec@gynho.cz;;w8z7gbx;Oldřich Kadlec;Jiná právnická osoba;Gynekologie;48.853874108788;17.12873825936;29298881;havlíčkova;29298881_havlíčkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
72489120;136440;7,24891E+13;0;0;Irena Novotná;351;Samostatné zařízení fyzioterapeuta;;223770;CZ064;Jihomoravský kraj;CZ0641;Blansko;6202;Boskovice;Boskovice;;68001;Růžové náměstí;2128/5;30267579.0;POINT(49.490233681398 16.66078422955);12.03.2019;Fyzioterapeut;specializovaná ambulantní péče;léčebně rehabilitační péče;;Samostatné zařízení fyzioterapeuta;Irena Novotná;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0641;Blansko;Boskovice;68001;Otakara Kubína;2148/2a;30267579.0;4,20724E+11;;irena.novotna@seznam.cz;www.fyma.cz;nav4u87;;Fyzická osoba;Fyzioterapie;49.490233681398;16.66078422955;72489120;růžové náměstí;72489120_růžové náměstí;8-11 | odp: 13.30-16.30;neuvedena;odp: 14-18;neuvedena;8-11 | odp: 13-16;neuvedena;neuvedena
7683014;136400;7,68301E+12;0;1;Alergologie Slavkov s.r.o.;324;Samostatná ordinace lékaře specialisty;;223325;CZ064;Jihomoravský kraj;CZ0646;Vyškov;6205;Bučovice;Bučovice;;68501;Dvorská;912;522741.0;POINT(49.148344303454 17.00715536879);01.05.2019;alergologie a klinická imunologie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;Alergologie Slavkov s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0646;Vyškov;Slavkov u Brna;68401;Pod Vinohrady;1580;522741.0;;;lenka_cervinkova@centrum.cz;https://www.alergologieslavkov.com;yxuqdwf;Lenka Červinková;Jiná právnická osoba;Alergologie;49.148344303454;17.00715536879;07683014;dvorská;07683014_dvorská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7550260;136388;7,55026E+12;0;0;MUDr. Rostislav Čejka s.r.o.;320;Samost. ordinace všeob. prakt. lékaře;;223704;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63400;Oblá;518/75a;25172891.0;POINT(49.176243618681 16.553165526528);01.02.2019;všeobecné praktické lékařství;primární ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Rostislav Čejka s.r.o.;právnická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Hrnčířská;190/16 ;25172891.0;;;rostislavcejka@seznam.cz;;kbbmjgi;Rostislav Čejka;Jiná právnická osoba;Praktik;49.176243618681;16.553165526528;07550260;oblá;07550260_oblá;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8106134;136386;8,10613E+12;0;0;Bc. Radka Kovaříková;351;Samostatné zařízení fyzioterapeuta;;224078;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61300;Merhautova;1070/224;19299222.0;POINT(49.216980635998 16.62838832687);06.05.2019;Fyzioterapeut;specializovaná ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Bc. Radka Kovaříková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61300;Merhautova;1070/224 ;19299222.0;;;radpel@seznam.cz;http://fyzio5.cz;abyeh6a;;Fyzická osoba;Fyzioterapie;49.216980635998;16.62838832687;08106134;merhautova;08106134_merhautova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8097933;136384;8,09793E+12;0;0;Mgr. Zuzana Ziková;341;Samostatné zařízení logopeda;;224073;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63800;Halasovo náměstí;597/1;19264721.0;POINT(49.223155325666 16.627194332263);01.05.2019;Klinický logoped;specializovaná ambulantní péče;;;Samostatné zařízení logopeda;Mgr. Zuzana Ziková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63800;Halasovo náměstí;597/1 ;19264721.0;;;;http://www.logopedielesna.cz;72wgeaq;;Fyzická osoba;Logopedie;49.223155325666;16.627194332263;08097933;halasovo náměstí;08097933_halasovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7997027;136383;7,99703E+12;0;0;Zubní ordinace SG s.r.o.;322;Samostatná ordinace PL - stomatologa;;224072;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;62400;Absolonova;719/30;19678886.0;POINT(49.220949851552 16.556905004497);01.06.2019;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;Zubní ordinace SG s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;62400;Absolonova;719/30 ;19678886.0;4,20541E+11;;mail@zubniordinacesg.cz;;ytnyyes;Sandra Groligová;Jiná právnická osoba;Zubař;49.220949851552;16.556905004497;07997027;absolonova;07997027_absolonova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
5817081;136363;5,81708E+12;0;0;Urobeauty s.r.o.;324;Samostatná ordinace lékaře specialisty;;228519;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61600;Minská;3234/31;74490788.0;POINT(49.210782431786 16.584509687139);01.08.2019;urologie;specializovaná ambulantní péče;;;Samostatná ordinace lékaře specialisty;Urobeauty s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;Přibice;69124;;436;74490788.0;;;vlasti2@centrum.cz;;k9tcu29;Vlasta Vyhnánková;Jiná právnická osoba;Urologie;49.210782431786;16.584509687139;05817081;minská;05817081_minská;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
6648428;136362;6,64843E+12;0;0;Stomatologie Odstrčil s.r.o.;322;Samostatná ordinace PL - stomatologa;;224049;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61300;Provazníkova;1655/82;78970270.0;POINT(49.214674040212 16.629858028513);01.06.2019;zubní lékařství;primární ambulantní péče;;;Samostatná ordinace PL - stomatologa;Stomatologie Odstrčil s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;64400;U Dubu;794/6 ;78970270.0;;;ordinace@stomatologie-odstrcil.cz;https://www.stomatologie-odstrcil.cz/;dcnv6j2;Marek Odstrčil;Jiná právnická osoba;Zubař;49.214674040212;16.629858028513;06648428;provazníkova;06648428_provazníkova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7947089;136361;7,94709E+12;0;0;MUDr. Jana Hajnová s.r.o.;320;Samost. ordinace všeob. prakt. lékaře;;224041;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;60200;Údolní;567/33;19099533.0;POINT(49.197695915226 16.598771973442);01.06.2019;všeobecné praktické lékařství;primární ambulantní péče, specializovaná ambulantní péče;;;Samost. ordinace všeob. prakt. lékaře;MUDr. Jana Hajnová s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;60200;Údolní;567/33 ;19099533.0;;;;;r8ixb7f;Jana Hajnová;Jiná právnická osoba;Praktik;49.197695915226;16.598771973442;07947089;údolní;07947089_údolní;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
8081395;136360;8,0814E+12;0;0;Bc. Kateřina Rampulová;351;Samostatné zařízení fyzioterapeuta;;224010;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;61300;Merhautova;1070/224;19299222.0;POINT(49.216980635998 16.62838832687);06.05.2019;Fyzioterapeut;specializovaná ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Bc. Kateřina Rampulová;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61300;Merhautova;1070/224 ;19299222.0;;;katie.rampulova@gmail.com;http://fyzio5.cz;caqwfba;;Fyzická osoba;Fyzioterapie;49.216980635998;16.62838832687;08081395;merhautova;08081395_merhautova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7980230;136359;7,98023E+12;0;0;Dents zubní s.r.o.;322;Samostatná ordinace PL - stomatologa;;248567;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63500;Šikulova;331/7;72480530.0;POINT(49.233869783805 16.523304012399);01.06.2019;zubní lékařství;ambulantní péče;;;Samostatná ordinace PL - stomatologa;Dents zubní s.r.o.;právnická osoba;112.0;Společnost s ručením omezeným;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;63800;Halasovo náměstí;913/6a;72480530.0;;;;;5v53cpw;Barbora Beránková;Jiná právnická osoba;Zubař;49.233869783805;16.523304012399;07980230;šikulova;07980230_šikulova;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
2323940;136357;2,32394E+12;0;0;Mgr. Alexandra Prošková;351;Samostatné zařízení fyzioterapeuta;;223995;CZ064;Jihomoravský kraj;CZ0644;Břeclav;6207;Hustopeče;Starovice;;69301;;180;10091882.0;POINT(48.953225617723 16.70856564428);01.05.2019;Fyzioterapeut;specializovaná ambulantní péče;;;Samostatné zařízení fyzioterapeuta;Mgr. Alexandra Prošková;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0644;Břeclav;Starovice;69301;;42;10091882.0;;;fyzio.proskova@seznam.cz;;qpdtk5t;;Fyzická osoba;Fyzioterapie;48.953225617723;16.70856564428;02323940;nan;02323940_nan;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
7801751;136355;7,80175E+12;0;0;Šárka Wilhelmová DiS.;359;Samostatné zařízení nelékaře - jiné;;223945;CZ064;Jihomoravský kraj;CZ0642;Brno-město;6203;Brno;Brno;;63800;Halasovo náměstí;597/1;19264721.0;POINT(49.223155325666 16.627194332263);01.06.2019;Dentální hygienistka;specializovaná ambulantní péče;;;Samostatné zařízení nelékaře - jiné;Šárka Wilhelmová DiS.;fyzická osoba;;;CZ064;Jihomoravský kraj;CZ0642;Brno-město;Brno;61400;Břehová;668/22 ;19264721.0;;;sarkafarka1@seznam.cz;https://wilhelmova.reenio.cz;5spswzv;;Fyzická osoba;Dentální;49.223155325666;16.627194332263;07801751;halasovo náměstí;07801751_halasovo náměstí;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena;neuvedena
